Participant,Session,Gender,Age,Condition,Block,Image,Type,Count,Learn_Block,Learn_Trial,Learn_Corr,Learn_RT,NF_Trial,Memory_Trial,Seen_Unseen,Memory_RT,NF_Corr,NF_RT,Memory_Corr,Avg_Block
2,InLab,F,18,Late,NF,1991,Exception,2,NA,NA,NA,NA,4,NA,NA,NA,1,1.0863260200130753,NA,0
2,InLab,F,18,Late,NF,9919,RuleFollowing,1,NA,NA,NA,NA,5,NA,NA,NA,1,0.7024825550033711,NA,0
2,InLab,F,18,Late,NF,9119,RuleFollowing,2,NA,NA,NA,NA,6,NA,NA,NA,1,1.4528737460059347,NA,0
2,InLab,F,18,Late,NF,1111,Prototype,4,NA,NA,NA,NA,7,NA,NA,NA,1,1.0529045440052869,NA,0
2,InLab,F,18,Late,NF,1199,Exception,3,NA,NA,NA,NA,8,NA,NA,NA,1,0.7359227599954465,NA,0
2,InLab,F,18,Late,NF,1911,RuleFollowing,3,NA,NA,NA,NA,9,NA,NA,NA,1,1.0026620299904607,NA,0
2,InLab,F,18,Late,NF,1119,Prototype,5,NA,NA,NA,NA,10,NA,NA,NA,1,0.8679755859920988,NA,0
2,InLab,F,18,Late,NF,1111,Prototype,6,NA,NA,NA,NA,11,NA,NA,NA,1,0.6021267350006383,NA,0
2,InLab,F,18,Late,NF,1199,Exception,4,NA,NA,NA,NA,12,NA,NA,NA,1,0.6023571670084493,NA,0
2,InLab,F,18,Late,NF,9919,RuleFollowing,4,NA,NA,NA,NA,13,NA,NA,NA,1,0.7865469890093664,NA,0
2,InLab,F,18,Late,NF,9999,Prototype,7,NA,NA,NA,NA,14,NA,NA,NA,1,0.6355527919949964,NA,0
2,InLab,F,18,Late,NF,1199,Exception,5,NA,NA,NA,NA,15,NA,NA,NA,0,0.7689184299961198,NA,0
2,InLab,F,18,Late,NF,1111,Prototype,8,NA,NA,NA,NA,16,NA,NA,NA,1,0.9522034249966964,NA,0
2,InLab,F,18,Late,NF,1199,Exception,6,NA,NA,NA,NA,17,NA,NA,NA,1,1.2366679979895707,NA,0
2,InLab,F,18,Late,NF,9119,RuleFollowing,5,NA,NA,NA,NA,18,NA,NA,NA,1,1.0194214280054439,NA,0
2,InLab,F,18,Late,NF,1111,Prototype,9,NA,NA,NA,NA,19,NA,NA,NA,1,0.8191155259992229,NA,0
2,InLab,F,18,Late,NF,9999,Prototype,10,NA,NA,NA,NA,20,NA,NA,NA,1,0.668979976006085,NA,0
2,InLab,F,18,Late,NF,9919,RuleFollowing,6,NA,NA,NA,NA,21,NA,NA,NA,0,0.7852993749984307,NA,0
2,InLab,F,18,Late,NF,9191,RuleFollowing,7,NA,NA,NA,NA,22,NA,NA,NA,1,0.8195928969944362,NA,0
2,InLab,F,18,Late,NF,9991,Prototype,11,NA,NA,NA,NA,23,NA,NA,NA,1,0.8025652030046331,NA,0
2,InLab,F,18,Late,NF,1991,Exception,7,NA,NA,NA,NA,24,NA,NA,NA,1,0.5357319549948443,NA,0
2,InLab,F,18,Late,NF,9919,RuleFollowing,8,NA,NA,NA,NA,25,NA,NA,NA,1,0.9861672529950738,NA,0
2,InLab,F,18,Late,NF,1199,Exception,8,NA,NA,NA,NA,26,NA,NA,NA,0,1.8033336189982947,NA,0
2,InLab,F,18,Late,NF,1199,Exception,9,NA,NA,NA,NA,27,NA,NA,NA,1,0.7351105120033026,NA,0
2,InLab,F,18,Late,NF,1991,Exception,10,NA,NA,NA,NA,28,NA,NA,NA,1,0.9697837860003347,NA,0
2,InLab,F,18,Late,NF,9191,RuleFollowing,9,NA,NA,NA,NA,29,NA,NA,NA,1,1.46997615401051,NA,0
2,InLab,F,18,Late,NF,1991,Exception,11,NA,NA,NA,NA,30,NA,NA,NA,1,1.4532682040007785,NA,0
2,InLab,F,18,Late,NF,1911,RuleFollowing,10,NA,NA,NA,NA,31,NA,NA,NA,1,0.5860383209947031,NA,0
2,InLab,F,18,Late,NF,1911,RuleFollowing,11,NA,NA,NA,NA,32,NA,NA,NA,1,0.5520205549983075,NA,0
2,InLab,F,18,Late,NF,1991,Exception,12,NA,NA,NA,NA,33,NA,NA,NA,1,0.5356965579994721,NA,0
2,InLab,F,18,Late,NF,9191,RuleFollowing,12,NA,NA,NA,NA,34,NA,NA,NA,1,1.286923122999724,NA,0
2,InLab,F,18,Late,NF,1911,RuleFollowing,13,NA,NA,NA,NA,35,NA,NA,NA,1,1.0863352150045102,NA,1
2,InLab,F,18,Late,NF,1199,Exception,13,NA,NA,NA,NA,36,NA,NA,NA,1,1.3028323210019153,NA,1
2,InLab,F,18,Late,NF,1119,Prototype,12,NA,NA,NA,NA,37,NA,NA,NA,1,0.9531541960022878,NA,0
2,InLab,F,18,Late,NF,9991,Prototype,13,NA,NA,NA,NA,38,NA,NA,NA,1,0.8527732299990021,NA,1
2,InLab,F,18,Late,NF,9119,RuleFollowing,14,NA,NA,NA,NA,39,NA,NA,NA,1,1.203067505004583,NA,1
2,InLab,F,18,Late,NF,1119,Prototype,14,NA,NA,NA,NA,40,NA,NA,NA,1,0.886268687012489,NA,1
2,InLab,F,18,Late,NF,9191,RuleFollowing,15,NA,NA,NA,NA,41,NA,NA,NA,1,0.785815609007841,NA,1
2,InLab,F,18,Late,NF,9119,RuleFollowing,16,NA,NA,NA,NA,42,NA,NA,NA,1,0.7527270830032649,NA,1
2,InLab,F,18,Late,NF,9991,Prototype,15,NA,NA,NA,NA,43,NA,NA,NA,1,0.668506817004527,NA,1
2,InLab,F,18,Late,NF,1991,Exception,14,NA,NA,NA,NA,44,NA,NA,NA,0,0.9524436419887934,NA,1
2,InLab,F,18,Late,NF,1199,Exception,15,NA,NA,NA,NA,45,NA,NA,NA,1,1.7872308740043081,NA,1
2,InLab,F,18,Late,NF,9991,Prototype,16,NA,NA,NA,NA,46,NA,NA,NA,1,0.9194698539940873,NA,1
2,InLab,F,18,Late,NF,1991,Exception,16,NA,NA,NA,NA,47,NA,NA,NA,1,0.802622478993726,NA,1
2,InLab,F,18,Late,Memory,9991,Prototype,1,NA,NA,NA,NA,NA,0,Seen,1.4528913699905388,NA,NA,0,0
2,InLab,F,18,Late,Memory,9199,RuleFollowing,1,NA,NA,NA,NA,NA,1,Unseen,1.3192900880094385,NA,NA,1,0
2,InLab,F,18,Late,Memory,1991,Exception,1,NA,NA,NA,NA,NA,2,Seen,0.852504102003877,NA,NA,0,0
2,InLab,F,18,Late,Memory,9999,Prototype,2,NA,NA,NA,NA,NA,3,Seen,0.919691282993881,NA,NA,1,0
2,InLab,F,18,Late,Memory,1199,Exception,2,NA,NA,NA,NA,NA,4,Seen,1.2699828510085354,NA,NA,0,0
2,InLab,F,18,Late,Memory,1999,Exception,3,NA,NA,NA,NA,NA,5,Unseen,1.236264626000775,NA,NA,1,0
2,InLab,F,18,Late,Memory,1991,Exception,4,NA,NA,NA,NA,NA,6,Seen,0.7691767840005923,NA,NA,1,0
2,InLab,F,18,Late,Memory,9119,RuleFollowing,2,NA,NA,NA,NA,NA,7,Seen,0.9365496600075858,NA,NA,1,0
2,InLab,F,18,Late,Memory,9199,RuleFollowing,3,NA,NA,NA,NA,NA,8,Unseen,0.9698349800019059,NA,NA,1,0
2,InLab,F,18,Late,Memory,1191,Exception,5,NA,NA,NA,NA,NA,9,Unseen,0.8528293900017161,NA,NA,0,0
2,InLab,F,18,Late,Memory,1999,Exception,6,NA,NA,NA,NA,NA,10,Unseen,1.0520385299896589,NA,NA,0,0
2,InLab,F,18,Late,Memory,1199,Exception,7,NA,NA,NA,NA,NA,11,Seen,1.2530983920005383,NA,NA,1,0
2,InLab,F,18,Late,Memory,1919,RuleFollowing,4,NA,NA,NA,NA,NA,12,Unseen,0.8030613950104453,NA,NA,0,0
2,InLab,F,18,Late,Memory,9111,RuleFollowing,5,NA,NA,NA,NA,NA,13,Unseen,0.6852919849916361,NA,NA,0,0
2,InLab,F,18,Late,Memory,9119,RuleFollowing,6,NA,NA,NA,NA,NA,14,Seen,1.168592368994723,NA,NA,0,0
2,InLab,F,18,Late,Memory,9991,Prototype,3,NA,NA,NA,NA,NA,15,Seen,1.152924654990784,NA,NA,0,0
2,InLab,F,18,Late,Memory,9911,RuleFollowing,7,NA,NA,NA,NA,NA,16,Unseen,0.6685389930062229,NA,NA,0,0
2,InLab,F,18,Late,Memory,9111,RuleFollowing,8,NA,NA,NA,NA,NA,17,Unseen,1.6372637050080812,NA,NA,0,0
2,InLab,F,18,Late,Memory,1911,RuleFollowing,9,NA,NA,NA,NA,NA,18,Seen,1.036461640993366,NA,NA,0,0
2,InLab,F,18,Late,Memory,1191,Exception,8,NA,NA,NA,NA,NA,19,Unseen,0.7515361940022558,NA,NA,0,0
2,InLab,F,18,Late,Memory,1911,RuleFollowing,10,NA,NA,NA,NA,NA,20,Seen,1.4366216780035757,NA,NA,1,0
2,InLab,F,18,Late,Memory,9999,Prototype,4,NA,NA,NA,NA,NA,21,Seen,1.0360803170042345,NA,NA,1,0
2,InLab,F,18,Late,Memory,9911,RuleFollowing,11,NA,NA,NA,NA,NA,22,Unseen,0.769140605989378,NA,NA,1,0
2,InLab,F,18,Late,Memory,1919,RuleFollowing,12,NA,NA,NA,NA,NA,23,Unseen,0.6524795619916404,NA,NA,0,0
20,InLab,F,18,Late,Learn,9999,Prototype,2,0,1,0,0.5476011820137501,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,1111,Prototype,3,0,2,0,0.6849625959875993,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,1111,Prototype,4,0,3,0,1.1201280030072667,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9991,Prototype,5,0,4,0,0.4492673820350319,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,1119,Prototype,6,0,5,0,1.0947990830172785,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9991,Prototype,7,0,6,1,0.5213403449743055,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9999,Prototype,8,0,7,1,0.7077347579761408,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9919,RuleFollowing,1,0,8,1,0.5339675109717064,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9191,RuleFollowing,2,0,9,0,0.5837102810037322,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9991,Prototype,9,0,10,1,0.4555499169509858,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,1911,RuleFollowing,3,0,11,0,0.6041842350387014,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9991,Prototype,10,0,12,1,0.5547052749898285,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9119,RuleFollowing,4,0,13,1,0.6353600830188952,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9191,RuleFollowing,5,0,14,0,0.6007112339721061,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9999,Prototype,11,0,15,0,1.1436545440228656,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9991,Prototype,12,0,16,1,0.4802650649799034,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9919,RuleFollowing,6,0,17,1,0.37250245100585744,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9919,RuleFollowing,7,0,18,1,0.46032939496217296,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9119,RuleFollowing,8,0,19,1,0.5210828069830313,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9191,RuleFollowing,9,0,20,1,0.4508576799998991,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9119,RuleFollowing,10,0,21,0,0.7758631100296043,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9119,RuleFollowing,11,0,22,1,0.8074900589999743,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,1111,Prototype,13,0,23,0,0.8217625449760817,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1911,RuleFollowing,12,0,24,0,0.5073489880305715,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9191,RuleFollowing,13,0,25,0,0.557931124989409,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,9991,Prototype,14,0,26,1,0.3824701920384541,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,9999,Prototype,15,0,27,1,0.430496656044852,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1111,Prototype,16,0,28,1,0.46070208301534876,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,9999,Prototype,17,0,29,1,0.4573909349855967,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1911,RuleFollowing,14,0,30,0,0.43002518999855965,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,9191,RuleFollowing,15,0,31,0,0.6840760069899261,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1119,Prototype,18,0,32,1,0.6239216979593039,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,9191,RuleFollowing,16,0,33,0,0.6614647620008327,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,9119,RuleFollowing,17,0,34,1,0.8814877709955908,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,9119,RuleFollowing,18,0,35,0,0.5170541209517978,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,9919,RuleFollowing,19,0,36,1,0.5838524139835499,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1911,RuleFollowing,20,0,37,1,0.832217976974789,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1119,Prototype,19,0,38,0,0.8851405610330403,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1911,RuleFollowing,21,0,39,0,0.9760818670038134,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1111,Prototype,20,0,40,0,1.2555358730023727,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,9999,Prototype,21,0,41,1,0.7793016289942898,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1119,Prototype,22,0,42,1,0.30697153200162575,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1911,RuleFollowing,22,0,43,1,0.5738636149908416,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1119,Prototype,23,0,44,1,0.6056631800020114,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,9919,RuleFollowing,23,0,45,1,0.43628553400048986,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1111,Prototype,24,0,46,1,0.4175657280138694,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,9919,RuleFollowing,24,0,47,1,0.38456088001839817,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1111,Prototype,25,1,0,1,0.5071896419976838,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1119,Prototype,26,1,1,1,0.4370119560044259,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1911,RuleFollowing,25,1,2,1,0.4424139379989356,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,9919,RuleFollowing,26,1,3,1,0.44778357399627566,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,9991,Prototype,27,1,4,1,0.47719001199584454,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,9999,Prototype,28,1,5,1,0.48928773298393935,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1991,Exception,1,1,6,1,0.8365614190115593,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9999,Prototype,29,1,7,1,0.5047509269788861,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1119,Prototype,30,1,8,1,0.5234220770071261,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1199,Exception,2,1,9,0,0.5973880210076459,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9191,RuleFollowing,27,1,10,1,0.5725678509916179,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1119,Prototype,31,1,11,1,0.3803634849609807,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,9191,RuleFollowing,28,1,12,1,0.5325846489868127,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1119,Prototype,32,1,13,1,0.4142209150013514,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,9119,RuleFollowing,29,1,14,0,0.4046321070054546,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1199,Exception,3,1,15,0,0.43571299797622487,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,1991,Exception,4,1,16,0,0.536805498006288,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9991,Prototype,33,1,17,1,0.793741853965912,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,9991,Prototype,34,1,18,1,0.6086980130057782,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1199,Exception,5,1,19,0,0.407420487026684,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,1111,Prototype,35,1,20,0,0.6063022470334545,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,9999,Prototype,36,1,21,1,0.6687220570165664,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1111,Prototype,37,1,22,1,0.4723210419761017,NA,NA,NA,NA,NA,NA,NA,3
20,InLab,F,18,Late,Learn,9999,Prototype,38,1,23,1,0.4925101869739592,NA,NA,NA,NA,NA,NA,NA,3
20,InLab,F,18,Late,Learn,1111,Prototype,39,1,24,1,0.4158252779743634,NA,NA,NA,NA,NA,NA,NA,3
20,InLab,F,18,Late,Learn,9919,RuleFollowing,30,1,25,1,0.5905520219821483,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1119,Prototype,40,1,26,1,0.42171128798509017,NA,NA,NA,NA,NA,NA,NA,3
20,InLab,F,18,Late,Learn,9991,Prototype,41,1,27,1,0.3797130690072663,NA,NA,NA,NA,NA,NA,NA,3
20,InLab,F,18,Late,Learn,1199,Exception,6,1,28,0,0.40399922302458435,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,1199,Exception,7,1,29,0,0.6106262719840743,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9999,Prototype,42,1,30,1,0.4892544799949974,NA,NA,NA,NA,NA,NA,NA,3
20,InLab,F,18,Late,Learn,1111,Prototype,43,1,31,1,0.844455493032001,NA,NA,NA,NA,NA,NA,NA,3
20,InLab,F,18,Late,Learn,9119,RuleFollowing,31,1,32,0,0.5692672330187634,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1991,Exception,8,1,33,0,0.5052829650230706,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9119,RuleFollowing,32,1,34,0,0.6998822659952566,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1199,Exception,9,1,35,0,0.34283165098167956,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9919,RuleFollowing,33,1,36,1,0.30446139501873404,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1991,Exception,10,1,37,1,0.7315506350132637,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,9991,Prototype,44,1,38,0,0.5969667509780265,NA,NA,NA,NA,NA,NA,NA,3
20,InLab,F,18,Late,Learn,9999,Prototype,45,1,39,1,0.3803079659701325,NA,NA,NA,NA,NA,NA,NA,3
20,InLab,F,18,Late,Learn,9191,RuleFollowing,34,1,40,1,0.4765307539491914,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1119,Prototype,46,1,41,1,0.6644342400250025,NA,NA,NA,NA,NA,NA,NA,3
20,InLab,F,18,Late,Learn,1911,RuleFollowing,35,1,42,1,0.5328725890140049,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,9991,Prototype,47,1,43,1,0.5189016120275483,NA,NA,NA,NA,NA,NA,NA,3
20,InLab,F,18,Late,Learn,1991,Exception,11,1,44,1,0.4088065279647708,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,1111,Prototype,48,1,45,1,0.5195775469765067,NA,NA,NA,NA,NA,NA,NA,3
20,InLab,F,18,Late,Learn,1991,Exception,12,1,46,1,0.4734391040401533,NA,NA,NA,NA,NA,NA,NA,0
20,InLab,F,18,Late,Learn,1911,RuleFollowing,36,1,47,1,0.3894723990233615,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1199,Exception,13,2,0,0,0.5576062339823693,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1111,Prototype,49,2,1,0,0.6381588809890673,NA,NA,NA,NA,NA,NA,NA,4
20,InLab,F,18,Late,Learn,1199,Exception,14,2,2,0,0.4033121599932201,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1991,Exception,15,2,3,1,0.47410034196218476,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,9991,Prototype,50,2,4,1,0.4700395129621029,NA,NA,NA,NA,NA,NA,NA,4
20,InLab,F,18,Late,Learn,1199,Exception,16,2,5,0,0.5062362519674934,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1991,Exception,17,2,6,1,0.772668767021969,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1199,Exception,18,2,7,0,0.756377894023899,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,9999,Prototype,51,2,8,1,0.5808099249843508,NA,NA,NA,NA,NA,NA,NA,4
20,InLab,F,18,Late,Learn,9991,Prototype,52,2,9,1,0.5093021870125085,NA,NA,NA,NA,NA,NA,NA,4
20,InLab,F,18,Late,Learn,1991,Exception,19,2,10,0,0.6791522109997459,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1991,Exception,20,2,11,1,0.4672578920144588,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1119,Prototype,53,2,12,0,0.5997911189915612,NA,NA,NA,NA,NA,NA,NA,4
20,InLab,F,18,Late,Learn,1119,Prototype,54,2,13,1,0.7189593170187436,NA,NA,NA,NA,NA,NA,NA,4
20,InLab,F,18,Late,Learn,1991,Exception,21,2,14,0,0.7605395869468339,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1199,Exception,22,2,15,0,0.3691492609796114,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1111,Prototype,55,2,16,0,1.0571103599504568,NA,NA,NA,NA,NA,NA,NA,4
20,InLab,F,18,Late,Learn,1991,Exception,23,2,17,1,0.7576891250209883,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,1199,Exception,24,2,18,0,0.4135640549939126,NA,NA,NA,NA,NA,NA,NA,1
20,InLab,F,18,Late,Learn,9999,Prototype,56,2,19,1,0.5322210480226204,NA,NA,NA,NA,NA,NA,NA,4
20,InLab,F,18,Late,Learn,1111,Prototype,57,2,20,1,0.9181334539898671,NA,NA,NA,NA,NA,NA,NA,4
20,InLab,F,18,Late,Learn,1991,Exception,25,2,21,1,0.4399566820356995,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1991,Exception,26,2,22,1,0.5090277380077168,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,9999,Prototype,58,2,23,1,0.47946332895662636,NA,NA,NA,NA,NA,NA,NA,4
20,InLab,F,18,Late,Learn,9999,Prototype,59,2,24,1,0.6916728380019777,NA,NA,NA,NA,NA,NA,NA,4
20,InLab,F,18,Late,Learn,9999,Prototype,60,2,25,1,0.5908186879823916,NA,NA,NA,NA,NA,NA,NA,4
20,InLab,F,18,Late,Learn,1991,Exception,27,2,26,1,0.613960009010043,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1119,Prototype,61,2,27,1,0.8776346459635533,NA,NA,NA,NA,NA,NA,NA,5
20,InLab,F,18,Late,Learn,1199,Exception,28,2,28,1,1.0241761810029857,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,9991,Prototype,62,2,29,1,0.6001810199813917,NA,NA,NA,NA,NA,NA,NA,5
20,InLab,F,18,Late,Learn,9991,Prototype,63,2,30,1,0.6118179879849777,NA,NA,NA,NA,NA,NA,NA,5
20,InLab,F,18,Late,Learn,1199,Exception,29,2,31,0,0.4990530590293929,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1111,Prototype,64,2,32,1,0.8456747800228186,NA,NA,NA,NA,NA,NA,NA,5
20,InLab,F,18,Late,Learn,9991,Prototype,65,2,33,1,0.6028169980272651,NA,NA,NA,NA,NA,NA,NA,5
20,InLab,F,18,Late,Learn,1119,Prototype,66,2,34,0,1.0411653560004197,NA,NA,NA,NA,NA,NA,NA,5
20,InLab,F,18,Late,Learn,1991,Exception,30,2,35,1,0.629738942021504,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1991,Exception,31,2,36,1,0.4599504179786891,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1119,Prototype,67,2,37,1,0.9683208200149238,NA,NA,NA,NA,NA,NA,NA,5
20,InLab,F,18,Late,Learn,1199,Exception,32,2,38,0,0.8880875179893337,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1119,Prototype,68,2,39,1,0.754863251990173,NA,NA,NA,NA,NA,NA,NA,5
20,InLab,F,18,Late,Learn,1991,Exception,33,2,40,1,0.8269725609570742,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,9999,Prototype,69,2,41,1,0.4886728950077668,NA,NA,NA,NA,NA,NA,NA,5
20,InLab,F,18,Late,Learn,1199,Exception,34,2,42,1,0.9241555670159869,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1199,Exception,35,2,43,1,0.6776202420005575,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1111,Prototype,70,2,44,1,0.5534177920198999,NA,NA,NA,NA,NA,NA,NA,5
20,InLab,F,18,Late,Learn,1199,Exception,36,2,45,1,0.6818761950125918,NA,NA,NA,NA,NA,NA,NA,2
20,InLab,F,18,Late,Learn,1111,Prototype,71,2,46,1,0.5020386419491842,NA,NA,NA,NA,NA,NA,NA,5
20,InLab,F,18,Late,Learn,9991,Prototype,72,2,47,1,0.6883892909972928,NA,NA,NA,NA,NA,NA,NA,5
